of_list;of_round_list;rr_round_list;of_val_list;of_round_val_list;RMSE_val_list;RMSE_round_val_list;Var10
353.8303417;NaN;0;248.4411844;NaN;22.29085842;NaN;15719
361.7385047;707.554111;2;254.6166935;773.9754895;22.5662001;39.34400817;15719
358.9242655;1013.472731;4;253.6739043;1056.548858;22.52438254;45.96844262;15719
356.6309911;8360.873781;6;252.4958673;8742.555174;22.47202115;132.231276;15719
355.333019;8771.729657;8;251.6490911;8686.379928;22.43430815;131.8057656;15719
354.703415;7114.458838;13;251.5559971;7134.941219;22.43015814;119.4566132;15719
352.9257853;7083.951159;14;248.7831139;7003.145085;22.30619259;118.3481735;15719
352.415021;6804.782651;15;248.6000273;6671.71391;22.2979832;115.513756;15719
351.4271704;6717.542621;16;246.8195925;6590.573574;22.21799237;114.8091771;15719
350.9702871;5420.6071;20;246.7851943;5227.609029;22.2164441;102.2507607;15719
346.2642149;6031.607154;22;244.6738028;5831.042125;22.12120262;107.9911304;15719
344.5742712;2170.184851;25;243.7213749;2067.088529;22.07810567;64.29756651;15719
343.2564437;2170.184851;25;243.5771302;2067.088529;22.07157132;64.29756651;15719
343.0454224;6078.056625;26;243.5939318;7572.662253;22.07233254;123.0663419;15719
340.254295;6078.056625;26;243.5560936;7572.662253;22.07061819;123.0663419;15719
339.2658643;5969.734356;27;243.7850916;7442.344114;22.08099144;122.0028206;15719
338.9643855;6006.129739;28;243.6118432;7533.289659;22.07314401;122.7459951;15719
337.969943;8994.458327;29;243.5283406;11076.41732;22.06936069;148.8382835;15719
337.8015184;8273.849149;31;243.5264358;9826.866219;22.06927438;140.1917702;15719
336.9246844;8317.597142;32;243.3985504;9880.714068;22.06347889;140.5753468;15719
335.9324833;8043.599787;34;243.2601734;9600.777087;22.05720623;138.5696726;15719
334.3977971;10273.18165;35;242.9134745;11889.0441;22.04148246;154.2014533;15719
333.7556166;10273.18165;35;242.8134472;11889.0441;22.03694385;154.2014533;15719
333.6959922;10136.54206;36;242.7927081;11741.94267;22.03600273;153.2445279;15719
332.217589;10315.35237;37;242.2162398;11889.71675;22.00982688;154.2058154;15719
331.7693223;10315.35237;37;241.9882338;11889.71675;21.99946517;154.2058154;15719
331.2524812;8618.87046;38;241.8395502;9597.630502;21.99270562;138.5469632;15719
330.9440066;8618.87046;38;241.6616675;9597.630502;21.98461587;138.5469632;15719
330.8793034;7761.514539;39;241.6657194;8593.960271;21.98480018;131.1027099;15719
330.4801493;6920.675347;40;240.452682;7523.166858;21.92955458;122.6634979;15719
329.9601184;6248.245039;41;240.4377359;6839.267583;21.92887302;116.9552699;15719
329.5906313;332.8592377;52309;240.2141556;241.2533984;21.91867494;21.96603735;15719
340.6484967;11362.01819;42;242.7549513;11886.56901;22.03428925;154.1854014;15719
330.3356504;11362.01819;42;241.8224745;11886.56901;21.99192918;154.1854014;15719
330.0196353;10877.49439;43;241.9075827;11342.31758;21.99579881;150.6141931;15719
329.5224568;10657.87382;45;241.5835214;11105.09782;21.981061;149.0308547;15719
329.3730447;11197.59678;46;241.3179234;11628.4446;21.96897464;152.5020957;15719
329.1688915;11197.59678;46;241.1899142;11628.4446;21.96314705;152.5020957;15719
329.0559527;1853.967062;242;241.1957626;1832.88312;21.96341333;60.54557159;15719
336.1257776;10738.35261;48;241.2806001;11273.15132;21.96727567;150.1542628;15719
328.3632459;10738.35261;48;240.7528178;11273.15132;21.94323667;150.1542628;15719
327.9421355;10738.35261;48;240.6116702;11273.15132;21.93680333;150.1542628;15719
327.8462518;10738.35261;48;240.4962699;11273.15132;21.93154212;150.1542628;15719
327.5598006;10835.66632;49;239.8295446;11376.78087;21.90112073;150.8428379;15719
327.4508418;11160.21387;50;239.8029809;11670.19785;21.89990781;152.7756385;15719
319.9254171;11135.45891;52;239.0661889;11644.69195;21.86623831;152.6085971;15719
319.4298371;4962.216331;120;238.4042763;5578.147214;21.83594634;105.6233612;15719
324.5110326;11197.59094;53;238.5540666;11712.7386;21.84280506;153.0538376;15719
319.8991054;11197.59094;53;238.1561115;11712.7386;21.82457841;153.0538376;15719
319.7336059;11197.59094;53;238.3868738;11712.7386;21.83514936;153.0538376;15719
319.0214962;11197.59094;53;238.3381876;11712.7386;21.83291953;153.0538376;15719
315.0387373;9456.002467;54;237.8047004;9979.734003;21.80847085;141.2779813;15719
314.6027501;10027.79024;55;236.6235942;10710.76104;21.75424529;146.3609309;15719
313.1558583;10210.07855;56;237.225057;10900.35401;21.78187581;147.6506283;15719
313.0615075;10210.07855;56;236.9612144;10900.35401;21.7697595;147.6506283;15719
312.6935341;321.7649727;52346;236.0607487;240.154625;21.72835699;21.9159588;15719
332.4418506;9809.811673;57;240.3519427;10477.82454;21.92496033;144.7606614;15719
317.2474543;9771.538103;58;239.8366941;10438.65898;21.90144717;144.4898542;15719
316.6836847;9771.538103;58;239.5075174;10438.65898;21.8864121;144.4898542;15719
316.5730716;9779.504728;59;239.3470546;10459.21338;21.87907926;144.6320392;15719
315.934142;9779.504728;59;237.5787936;10459.21338;21.79810972;144.6320392;15719
315.7987678;9779.504728;59;237.3298014;10459.21338;21.78668407;144.6320392;15719
315.5207187;9779.504728;59;236.7260689;10459.21338;21.75895535;144.6320392;15719
315.4424751;9061.505651;61;236.7544419;9768.784583;21.76025928;139.7768549;15719
315.3125036;9061.505651;61;236.4065313;9768.784583;21.74426505;139.7768549;15719
315.0828397;309.3928448;51732;236.4475679;225.7207928;21.74615221;21.24715476;15719
324.3881942;8868.280474;63;237.2444802;9538.92129;21.78276751;138.1225636;15719
314.8134302;5959.757208;146;237.2102038;6170.372582;21.7811939;111.0889066;15719
318.60384;7912.770957;64;235.9154731;8558.96543;21.72166997;130.8355107;15719
314.3989327;8281.046971;65;236.3705751;8910.734901;21.74261139;133.4970779;15719
314.3363408;8372.958437;66;236.3540425;8955.430835;21.741851;133.8314674;15719
314.041072;353.8303417;52397;236.1951234;248.4411844;21.73454041;22.29085842;15719
335.5621279;NaN;0;241.2332139;NaN;21.96511843;NaN;15719
318.5674041;320.0977993;52342;241.6814512;239.3197678;21.98551574;21.87783206;15719
333.9285299;7946.232028;2;240.9602349;10047.82738;21.95268707;141.7591435;15719
318.1792696;7946.232028;2;241.0998819;10047.82738;21.95904742;141.7591435;15719
318.150504;10996.44216;3;241.0981123;11015.91482;21.95896684;148.4312287;15719
317.7126733;10996.44216;3;240.8588613;11015.91482;21.94806877;148.4312287;15719
317.6774722;7867.152323;4;240.8624947;8623.47669;21.94823431;131.3276566;15719
317.4666723;7867.152323;4;240.8819759;8623.47669;21.94912189;131.3276566;15719
317.4032688;8065.483037;5;240.7171382;9048.780268;21.94161062;134.527174;15719
317.2920831;10107.4907;7;240.5251184;10256.84349;21.93285747;143.2259996;15719
316.9887394;2654.49506;353;239.932784;2625.828794;21.90583411;72.46832127;15719
324.1540963;634.0220506;1450;238.8185318;516.8328481;21.85490937;32.15067179;15719
325.4768187;8300.415562;9;238.8980221;8861.061894;21.85854625;133.1244673;15719
316.7513851;8305.617328;11;240.0041858;9083.55138;21.90909335;134.7853952;15719
316.4902435;9116.052967;13;239.5300341;10083.80934;21.88744088;142.0127412;15719
313.2930971;312.9591129;52243;239.3084691;231.5764574;21.87731561;21.52098777;15719
325.4487354;7224.009588;15;238.4548551;7733.83095;21.83826253;124.3690552;15719
314.3096164;308.3259537;51944;238.8472035;223.3160866;21.85622124;21.13367391;15719
322.6048944;318.7170726;52335;237.778183;238.5628215;21.80725489;21.84320588;15719
330.3221557;353.8303417;52397;239.1984693;248.4411844;21.872287;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;472.3800306;1;248.4411844;521.5041322;22.29085842;32.29563847;15719
359.6750377;58078.4991;7;254.1803725;63145.04075;22.54685665;355.3731581;15719
358.596924;78252.28443;8;254.023026;78335.36125;22.53987693;395.8165263;15719
358.337893;77947.68192;10;254.0136882;78062.89255;22.53946265;395.1275555;15719
357.1697488;60531.46233;12;253.5773992;60058.95696;22.52009766;346.5803138;15719
355.7853944;81048.78513;16;252.6666382;80371.54317;22.47961913;400.927782;15719
353.380552;51973.68868;17;251.2157146;51630.79115;22.41498225;321.3434025;15719
351.4735969;52375.62436;20;250.6295237;52058.7508;22.38881523;322.672437;15719
347.4775148;52375.62436;20;251.4079386;52058.7508;22.4235563;322.672437;15719
346.5610963;36413.2013;24;251.2270671;36333.26295;22.41548871;269.5672938;15719
344.8299245;33541.59502;25;250.6654658;33389.58799;22.39042053;258.4166712;15719
343.1624222;33541.59502;25;250.919173;33389.58799;22.40174873;258.4166712;15719
343.0367273;28856.94587;27;250.899908;28748.22221;22.40088873;239.7841621;15719
342.0213201;28856.94587;27;250.5411034;28748.22221;22.38486557;239.7841621;15719
340.7537198;28856.94587;27;250.3132666;28748.22221;22.3746851;239.7841621;15719
340.7047737;27451.32191;28;250.3370875;27335.81841;22.37574971;233.8196673;15719
340.1867584;30013.08651;30;249.9361772;29878.87681;22.35782535;244.4539908;15719
338.9251873;30013.08651;30;249.5937611;29878.87681;22.34250483;244.4539908;15719
338.5242101;30013.08651;30;249.2718201;29878.87681;22.32809083;244.4539908;15719
337.9763015;30187.40917;31;248.8621949;30050.13797;22.30973755;245.1535762;15719
337.7148343;30187.40917;31;248.8643232;30050.13797;22.30983295;245.1535762;15719
337.0193616;25372.13662;34;248.4096887;25220.72404;22.28944542;224.5917364;15719
335.5160523;19495.07379;39;247.4704186;19317.48951;22.24726584;196.5578262;15719
333.0448839;19000.09565;44;242.091064;18838.37266;22.00413888;194.1049853;15719
326.8234856;19000.09565;44;241.9734227;18838.37266;21.99879191;194.1049853;15719
326.639025;19000.09565;44;241.8942899;18838.37266;21.99519447;194.1049853;15719
326.2039362;20749.44756;45;241.8476556;20569.50003;21.99307417;202.8275131;15719
325.8064417;20749.44756;45;241.5820373;20569.50003;21.98099349;202.8275131;15719
325.7302678;20498.62958;46;241.547666;20312.78264;21.97942975;201.557846;15719
323.9404532;20498.62958;46;241.1211657;20312.78264;21.96001665;201.557846;15719
323.6338775;20498.62958;46;241.1608105;20312.78264;21.9618219;201.557846;15719
323.5272608;20482.59907;47;241.0854852;20296.87205;21.9583918;201.4788925;15719
323.0728289;20482.59907;47;240.7494827;20296.87205;21.94308468;201.4788925;15719
323.0276259;20704.53984;48;240.7286953;20516.90326;21.94213733;202.5680293;15719
322.3758388;20578.1229;50;240.3031229;20393.77488;21.92273354;201.9592775;15719
321.8722115;333.5146575;52302;240.0272899;237.8295297;21.91014787;21.80960934;15719
335.4343144;353.8303417;52397;242.0241059;248.4411844;22.00109569;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;NaN;0;248.4411844;NaN;22.29085842;NaN;15719
361.8412939;78906.18766;2;254.5998918;94906.51898;22.56545554;435.6753814;15719
360.5105524;106346.2183;6;253.7692151;112834.3704;22.52861359;475.0460407;15719
357.3906465;90816.62835;9;252.1038657;94582.18833;22.45457039;434.9303124;15719
356.5520112;93707.3146;11;250.8508537;96568.95683;22.39869879;439.4745882;15719
353.4728152;96788.02428;13;250.2725456;97883.34058;22.37286507;442.4552872;15719
342.6885138;96788.02428;13;250.8269423;97883.34058;22.39763123;442.4552872;15719
341.9336124;42714.1486;17;250.5945603;44234.72411;22.38725353;297.4381419;15719
340.4907185;42714.1486;17;250.1880346;44234.72411;22.36908736;297.4381419;15719
339.6726162;31774.91475;19;250.0578182;32994.35535;22.36326533;256.8826789;15719
339.3708761;31774.91475;19;250.0536029;32994.35535;22.36307684;256.8826789;15719
338.7785082;30249.23882;21;249.955633;32183.75926;22.35869553;253.7075453;15719
338.1673455;30249.23882;21;249.2469517;32183.75926;22.32697703;253.7075453;15719
337.9674294;30249.23882;21;249.1629352;32183.75926;22.32321371;253.7075453;15719
336.8885264;30300.78699;22;249.0255452;32368.33664;22.31705828;254.4340254;15719
335.8122309;28989.43772;24;248.8261052;31670.69014;22.30811983;251.677135;15719
335.4728809;30780.71839;25;247.8410192;33214.50468;22.26391786;257.7382575;15719
334.812928;28842.78394;27;247.1545728;30588.76311;22.23306424;247.3409109;15719
334.3803238;24168.4035;28;246.7215077;25799.72151;22.21357728;227.1551078;15719
333.8689379;20884.34331;30;246.7969658;22436.69944;22.21697395;211.8334225;15719
332.8006563;20099.4874;31;246.6925761;21514.357;22.21227481;207.4336376;15719
331.8280525;20209.87525;32;246.3108695;21638.84575;22.19508367;208.0329097;15719
331.5068774;20209.87525;32;246.1450766;21638.84575;22.18761261;208.0329097;15719
330.9332479;20556.4338;33;245.8919142;21819.43349;22.17619959;208.899179;15719
330.7728336;18849.95945;36;245.8683574;20236.35375;22.17513731;201.1782978;15719
326.7958561;21066.99492;37;245.0259929;22462.27428;22.13711783;211.954119;15719
326.540367;21036.94335;38;244.973442;22430.36636;22.13474382;211.8035239;15719
326.2348096;20717.93039;39;244.7425634;22167.16304;22.12431076;210.5571801;15719
326.0379877;20717.93039;39;244.3578593;22167.16304;22.10691563;210.5571801;15719
325.3687989;21287.84254;40;244.1858712;22977.70127;22.09913443;214.3721123;15719
325.1963936;21225.88779;41;243.968247;22825.92415;22.0892846;213.6629315;15719
323.5897893;21225.88779;41;243.9207306;22825.92415;22.08713339;213.6629315;15719
323.4324549;21225.88779;41;243.7789804;22825.92415;22.08071468;213.6629315;15719
323.1169965;21225.88779;41;242.8896419;22825.92415;22.04040117;213.6629315;15719
322.9501068;18857.77343;43;242.6713727;20961.87153;22.0304958;204.7528829;15719
322.3084708;18857.77343;43;242.1537554;20961.87153;22.00698777;204.7528829;15719
321.8294617;17178.52446;44;242.0080493;19492.77385;22.00036587;197.4475822;15719
321.3319841;353.8303417;52397;241.7682932;248.4411844;21.98946535;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;472.3800306;1;248.4411844;521.5041322;22.29085842;32.29563847;15719
359.8515072;472.3800306;3;254.5214792;521.5041322;22.56198037;32.29563847;15719
358.5843097;581.1114954;5;254.0443713;682.6119451;22.54082391;36.94893625;15719
357.5759866;480.4529741;7;253.9169827;530.7091572;22.53517174;32.5794155;15719
356.524389;480.4529741;7;253.8804609;530.7091572;22.53355102;32.5794155;15719
355.5408106;93921.16877;10;253.5181739;95284.29453;22.51746761;436.5416235;15719
354.6713611;91464.74395;13;252.7851132;91983.9052;22.48488885;428.914689;15719
353.4232114;90557.69693;15;252.037139;91018.89568;22.45159856;426.65887;15719
352.3131784;90246.07353;16;251.7786946;90796.314;22.44008443;426.1368653;15719
350.7550695;93181.09664;18;251.1303398;94207.15323;22.4111731;434.0671681;15719
349.351086;37301.90153;21;251.0193286;37223.19557;22.40621917;272.8486598;15719
348.6406785;38020.34773;23;250.8278605;37903.51945;22.39767222;275.3307809;15719
346.4127852;37809.19158;24;250.1165955;37715.03717;22.36589348;274.645361;15719
345.532957;23889.6343;27;250.006279;23853.97502;22.36096058;218.4214963;15719
344.0300931;21503.70785;28;249.539456;21471.07072;22.34007413;207.2248572;15719
343.1195577;21503.70785;28;249.4105933;21471.07072;22.33430515;207.2248572;15719
342.5628587;21503.70785;28;249.4965682;21471.07072;22.33815427;207.2248572;15719
342.0700905;28960.50867;29;249.1274477;28877.38789;22.32162394;240.3222332;15719
341.5075263;24630.42161;31;248.9163304;24582.73923;22.31216397;221.7328989;15719
339.8249451;22967.79708;32;248.4904413;22902.28386;22.29306804;214.0200171;15719
339.2269789;22967.79708;32;247.3393112;22902.28386;22.24137186;214.0200171;15719
338.6265451;22967.79708;32;247.2361731;22902.28386;22.23673416;214.0200171;15719
338.3769248;22642.91911;34;247.0886455;22584.60437;22.23009876;212.5304889;15719
335.8835919;3256.629944;108;246.6067903;3290.921424;22.20841239;81.12855754;15719
340.6609175;17099.04661;37;246.1059783;17098.43492;22.18585037;184.9239569;15719
335.9650236;26551.09823;41;246.6119607;26510.40425;22.2086452;230.2624774;15719
333.6662253;26779.83437;42;244.4183675;26736.95496;22.10965253;231.2442646;15719
332.8504715;26779.83437;42;244.4181887;26736.95496;22.10964444;231.2442646;15719
332.2866773;26177.41896;44;244.2671391;26064.91575;22.10281154;228.319582;15719
330.4441264;26177.41896;44;241.3042678;26064.91575;21.96835305;228.319582;15719
330.2157076;27127.56367;45;241.1798648;27081.68785;21.96268949;232.7302638;15719
327.8692542;27215.62563;46;242.0952998;27179.39501;22.00433138;233.1497159;15719
327.5630446;27354.90575;47;242.042705;27316.55304;22.00194105;233.7372586;15719
327.3429077;27354.90575;47;241.9196811;27316.55304;21.99634884;233.7372586;15719
327.2580912;27354.90575;47;241.8674646;27316.55304;21.99397484;233.7372586;15719
326.7830522;22080.66095;48;241.5624582;22093.96523;21.98010274;210.209254;15719
326.4526489;22080.66095;48;241.5297101;22093.96523;21.97861279;210.209254;15719
326.3395569;353.8303417;52397;241.4032263;248.4411844;21.97285718;22.29085842;15719
343.5072317;7421.488819;2;244.0844534;7734.220726;22.09454473;124.3721892;15719
332.3457823;20020.38934;4;245.0856937;20791.71226;22.13981453;203.9201425;15719
331.0245316;10101.56329;5;242.9982357;13417.75326;22.04532766;163.8154648;15719
330.6328017;28568.29527;9;243.0670083;33137.94213;22.04844703;257.4410307;15719
329.2424817;49081.60588;12;243.0895358;50382.91198;22.04946874;317.4363306;15719
328.4629097;49081.60588;12;241.045187;50382.91198;21.95655652;317.4363306;15719
328.4376456;49081.60588;12;241.0318421;50382.91198;21.95594872;317.4363306;15719
328.1817853;41802.87171;13;241.0203001;43084.57825;21.95542303;293.5458337;15719
327.8728532;41802.87171;13;240.9114677;43084.57825;21.95046549;293.5458337;15719
327.2908155;46471.14532;15;240.6380567;46830.93693;21.93800614;306.0422746;15719
326.9398606;46471.14532;15;240.8914046;46830.93693;21.94955146;306.0422746;15719
326.8249899;46471.14532;15;240.832178;46830.93693;21.94685299;306.0422746;15719
326.4645424;31993.8837;16;240.9161409;33097.64061;21.95067839;257.2844364;15719
326.1657052;31993.8837;16;240.6396724;33097.64061;21.93807979;257.2844364;15719
326.0131449;35463.25769;18;240.568608;36287.55274;21.93484023;269.3976716;15719
325.8021999;34443.75616;19;240.4410494;36419.40076;21.92902412;269.8866457;15719
325.7152997;1478.484697;534;240.4060357;1409.230672;21.92742738;53.08918292;15719
333.9100955;35649.06288;20;240.4825196;36830.12216;21.93091515;271.4042084;15719
325.3124315;35649.06288;20;240.5322082;36830.12216;21.93318072;271.4042084;15719
324.8730692;328.5799507;52246;240.6089452;236.5680495;21.93667911;21.75169186;15719
336.1173695;30351.42614;23;240.8253726;30827.60545;21.9465429;248.3046735;15719
324.6618947;29351.39206;24;240.9141559;29664.45789;21.95058796;243.5752774;15719
324.5916886;28031.49257;28;240.8718212;29527.73175;21.94865924;243.013299;15719
323.4669093;28031.49257;28;241.1911488;29527.73175;21.96320327;243.013299;15719
323.2462586;11989.34156;110;240.8667952;11950.1746;21.94843025;154.5973777;15719
326.5833171;25340.65655;32;240.2031628;26073.16393;21.91817341;228.3557047;15719
322.3410643;353.8303417;52397;239.8141912;248.4411844;21.90041968;22.29085842;15719
344.4155894;353.8303417;52397;244.1422019;248.4411844;22.09715827;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;NaN;0;248.4411844;NaN;22.29085842;NaN;15719
362.8151997;28452.44296;7;254.9042647;28241.88364;22.57893995;237.6631382;15719
359.8814562;41448.4243;9;253.8905491;41099.83479;22.53399872;286.7048475;15719
356.9973802;22586.4879;10;252.3952696;22452.15843;22.46754413;211.906387;15719
355.7550531;23796.13609;12;251.8199908;23639.81201;22.44192464;217.4387823;15719
354.3337312;25163.83483;14;251.211191;25008.47596;22.41478043;223.6447002;15719
353.2560229;25352.79733;15;250.9763993;25201.01696;22.40430313;224.5039731;15719
352.0359385;25508.20597;16;250.7793727;25364.66702;22.39550726;225.2317341;15719
351.0547006;25769.16831;17;250.4434049;25647.84747;22.38050066;226.4855292;15719
350.455046;26118.89642;19;250.3868559;26002.52141;22.37797381;228.0461418;15719
349.859777;29849.62906;22;250.3627771;29757.78381;22.37689778;243.9581268;15719
348.6452773;34080.9974;24;250.2463372;34126.29887;22.3716936;261.2519813;15719
347.8039414;34250.92209;25;250.0605801;34320.99277;22.36338883;261.9961556;15719
347.0833819;28658.65999;27;249.7441789;28676.33668;22.34923618;239.4841819;15719
345.8042808;26944.87486;28;249.0757905;27003.4981;22.3193096;232.3940537;15719
344.9221496;28856.326;33;248.6931016;29424.31198;22.30215692;242.5873533;15719
343.3029897;25399.55203;36;247.9067613;25963.88319;22.26687052;227.8766473;15719
336.0527497;25559.60915;41;247.9313831;26438.04283;22.26797625;229.9480064;15719
335.083477;26070.09938;42;246.9783805;26919.23277;22.22513804;232.0311736;15719
334.6342482;26070.09938;42;246.1972235;26919.23277;22.18996275;232.0311736;15719
333.8150949;33413.01653;43;246.0616307;34657.85134;22.18385136;263.2787547;15719
333.1472636;32738.05259;46;245.6587561;34330.93717;22.16568321;262.0341091;15719
330.229981;33079.59054;48;245.4251952;34721.27612;22.15514366;263.5195481;15719
329.763109;30891.7006;50;244.698024;32454.84123;22.12229753;254.7737869;15719
328.7718841;30891.7006;50;243.7418017;32454.84123;22.07903085;254.7737869;15719
328.6433821;30910.84097;51;243.7711544;32454.94242;22.08036025;254.774184;15719
327.3258077;29328.49871;54;242.4179823;31125.14085;22.018991;249.5000635;15719
326.8724762;29253.93169;56;242.2533422;31005.86239;22.01151254;249.0215348;15719
326.1539703;14714.11475;97;242.1773039;16461.69968;22.00805779;181.4480625;15719
331.5807435;31318.11067;58;242.4326435;33098.75889;22.01965683;257.2887829;15719
325.882143;31495.87339;59;242.6480462;33293.92607;22.02943695;258.046221;15719
324.712454;30903.65032;61;242.1861993;32559.74729;22.00846198;255.1852162;15719
317.1825285;27161.96094;64;242.2823906;28968.49604;22.01283219;240.7010429;15719
316.4690062;27161.96094;64;241.6500241;28968.49604;21.98408625;240.7010429;15719
315.887338;27161.96094;64;241.7078903;28968.49604;21.98671828;240.7010429;15719
315.7735883;331.3834351;52351;241.4596737;244.3296283;21.97542599;22.10563857;15719
337.1846861;353.8303417;52397;243.3086183;248.4411844;22.05940245;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;353.8303417;52397;248.4411844;248.4411844;22.29085842;22.29085842;15719
353.8303417;NaN;0;248.4411844;NaN;22.29085842;NaN;15719
361.0935519;467.6128539;1;254.3360006;516.2043159;22.55375803;32.13111625;15719
359.5373189;25718.63353;2;253.97739;33607.40267;22.53785216;259.2581828;15719
358.7941633;618.3023795;5;253.8915337;724.8527687;22.53404241;38.07499885;15719
357.7719805;13669.29422;10;253.7407261;13898.30644;22.52734898;166.7231624;15719
353.6143423;13047.60572;13;252.2281138;13116.85122;22.46010302;161.9682143;15719
350.5603094;8849.720943;16;251.8258017;9010.670889;22.44218357;134.2435912;15719
348.5732115;4254.802408;18;250.6652708;4184.146279;22.39041182;91.47837208;15719
345.8165726;3415.169454;20;247.3004594;3323.740469;22.23962497;81.53208532;15719
344.6433825;3336.636147;21;245.9465179;3239.861341;22.17866172;80.49672467;15719
344.3454201;3179.714054;22;245.8535464;3117.793459;22.17446939;78.96573255;15719
341.8453299;3179.714054;22;245.3796718;3117.793459;22.1530888;78.96573255;15719
341.5633868;3179.714054;22;245.0456902;3117.793459;22.1380076;78.96573255;15719
341.2785074;6142.416531;24;244.8380116;6055.902801;22.12862452;110.0536487;15719
339.8987686;6486.179254;25;244.6680852;6383.803785;22.12094416;112.9938386;15719
339.5854449;6826.039776;26;244.5176199;6718.160826;22.11414117;115.9151485;15719
338.5504018;6826.039776;26;244.1865729;6718.160826;22.09916618;115.9151485;15719
337.7700494;6826.039776;26;243.7937569;6718.160826;22.08138387;115.9151485;15719
337.3187664;4579.332988;27;243.4676494;4440.215335;22.0666105;94.236037;15719
336.5139099;4550.373342;28;241.967104;4408.185593;21.99850467;93.89553336;15719
334.8942279;4550.373342;28;241.6623701;4408.185593;21.98464783;93.89553336;15719
333.8521016;6739.912885;31;241.3422228;6588.663281;21.97008069;114.7925371;15719
332.9563526;6933.44026;34;241.2522422;6792.571145;21.96598471;116.5553186;15719
332.5177811;5981.681038;37;241.0867783;5861.248677;21.95845069;108.2704824;15719
331.3570792;5726.719449;38;241.0612018;5590.659131;21.95728589;105.7417527;15719
330.7757044;7579.869609;41;240.9667319;7421.096485;21.95298303;121.8285392;15719
330.2529773;7579.869609;41;240.7498213;7421.096485;21.94310011;121.8285392;15719
330.0835277;4661.790083;43;240.7550905;4474.184859;21.94334024;94.59582294;15719
328.3906428;3593.059144;44;237.4115696;3426.5658;21.79043687;82.78364331;15719
327.7372247;10299.75254;64;237.4574511;10160.05849;21.79254235;142.5486478;15719
