of_list;of_pen_list;rr_round_list;of_val_list;RMSE_val_list;Var7
320.064801;320.0648015;38;229.2069341;21.41060177;5239
307.9085506;307.9085511;39;225.2328603;21.22417774;5239
307.7850241;307.7850246;39;224.3291112;21.18155382;5239
307.7480785;307.748079;39;224.2024961;21.17557537;5239
307.7010038;307.7010043;39;224.2670691;21.17862456;5239
307.5892443;307.5892447;39;223.719664;21.15276171;5239
307.5730706;307.5730711;41;223.6412499;21.14905435;5239
307.5011282;307.5011287;41;223.6212063;21.1481066;5239
307.4282482;307.4282487;41;223.5009425;21.14241909;5239
307.3908878;307.3908882;41;223.6113279;21.14763949;5239
307.1748535;307.174854;41;222.5147737;21.09572344;5239
307.1095125;307.109513;41;222.5579555;21.09777029;5239
307.0520979;307.0520983;41;222.6316719;21.10126403;5239
306.9339896;306.9339901;42;222.6244623;21.10092236;5239
306.5926077;306.5926081;42;220.6113506;21.00530174;5239
306.3758175;306.3758179;42;218.9750762;20.9272586;5239
306.3556066;306.3556071;42;219.01754;20.92928761;5239
306.3432102;306.3432107;42;219.0246249;20.92962612;5239
306.3104412;306.3104416;43;218.8536216;20.92145413;5239
303.8779689;303.8779924;45;220.2430677;20.98776156;5239
303.1184826;303.1185061;45;219.7230571;20.96297007;5239
302.9864843;302.9865078;45;219.8168235;20.96744255;5239
302.8862751;302.8862986;45;219.3306677;20.94424349;5239
302.8177839;302.8178074;45;219.2509482;20.94043687;5239
302.7827098;302.7827332;46;219.1262175;20.93447957;5239
302.6150637;302.6150871;47;218.3685463;20.89825573;5239
302.5911907;302.5912142;47;218.2348175;20.89185571;5239
302.5293841;302.5294076;47;217.8854777;20.87512767;5239
302.515552;302.5155755;47;217.8548163;20.87365882;5239
302.4924245;302.4924479;47;217.8046999;20.87125774;5239
302.4447745;302.444798;47;217.6416731;20.86344522;5239
302.4078494;302.4078728;47;217.3879256;20.85127937;5239
302.251556;302.2515795;47;217.3276656;20.84838918;5239
302.233709;302.2337324;48;217.2884108;20.84650622;5239
302.1564402;302.1564637;48;216.9576383;20.83063313;5239
302.0289442;302.0289677;48;216.2322498;20.79578081;5239
301.9968447;301.9968682;48;216.0855848;20.78872698;5239
301.8128296;301.8128531;48;216.0984345;20.78934508;5239
301.7994854;301.7995088;48;216.0354583;20.78631561;5239
301.7856049;301.7856283;48;215.9010554;20.77984867;5239
301.7658204;301.7658438;48;215.8623771;20.77798725;5239
301.6918555;301.691879;48;215.5505327;20.76297342;5239
301.6531715;301.6531949;48;215.3290866;20.75230525;5239
301.636976;301.6369994;48;215.3015722;20.75097936;5239
301.6175838;301.6176072;48;215.3019342;20.75099681;5239
301.5942961;301.5943196;49;215.146962;20.74352728;5239
301.5604951;301.5605186;49;215.1006196;20.74129309;5239
301.5514734;301.5514968;49;215.0681783;20.73972894;5239
301.5342113;301.5342348;49;214.9636206;20.73468691;5239
301.5121979;301.5122214;50;214.884914;20.73089067;5239
301.4991773;301.4992008;50;214.8262315;20.7280598;5239
301.4725742;301.4725977;50;214.7398583;20.72389241;5239
301.4477553;301.4477787;50;214.6458843;20.71935734;5239
301.4259694;301.4259928;50;214.5968676;20.71699146;5239
301.3988085;301.398832;50;214.5281353;20.71367352;5239
301.3483249;301.3483484;51;214.1218305;20.69404893;5239
301.2142709;301.2142944;52;213.8942158;20.68304696;5239
301.2014982;301.2015217;52;213.8169175;20.67930934;5239
301.1850774;301.1851008;52;213.7602089;20.67656688;5239
301.1444154;301.1444389;52;213.513138;20.6646141;5239
301.1058841;301.1059099;59;213.5406485;20.66594535;5239
301.476458;301.4764815;52;214.05475;20.69080714;5239
301.1471154;301.1471389;52;213.5824456;20.66796776;5239
301.1381059;301.1381293;52;213.5583457;20.66680167;5239
301.1294873;301.1295108;52;213.5396471;20.66589689;5239
301.1146292;301.1146526;52;213.5087943;20.6644039;5239
301.0998482;301.0998717;53;213.4356126;20.66086216;5239
301.0596871;301.0597106;53;213.2315708;20.65098403;5239
301.0428282;301.0428517;53;213.3092609;20.65474574;5239
301.0109883;301.0110117;53;213.2856246;20.65360136;5239
300.9971399;300.9971634;53;213.1501462;20.64704077;5239
300.9880693;300.9880928;53;213.1669749;20.64785582;5239
300.9734964;300.9735199;53;213.1713247;20.64806648;5239
300.9589185;300.9589419;53;213.0982833;20.64452873;5239
300.9521574;300.9521808;53;213.0959324;20.64441486;5239
300.8454373;300.8454608;53;212.8256145;20.63131671;5239
300.8344231;300.8344466;53;212.8001792;20.63008382;5239
300.8147227;300.8147462;54;212.7476046;20.62753522;5239
300.8078161;300.8078395;54;212.7733721;20.62878436;5239
300.7953809;300.7954043;54;212.7525116;20.6277731;5239
300.7916075;300.791631;54;212.7688532;20.6285653;5239
300.7797421;300.7797656;54;212.7672271;20.62848648;5239
300.7713368;300.7713603;55;212.7724675;20.62874051;5239
300.7649568;300.7649803;55;212.7350967;20.62692884;5239
300.7479861;300.7480096;55;212.7515994;20.62772888;5239
300.7430389;300.7430623;56;212.7347419;20.62691164;5239
300.732589;300.7326124;56;212.6900204;20.62474341;5239
300.5249992;300.5250227;56;212.751317;20.62771519;5239
300.5174285;300.5174519;56;212.6763619;20.62408116;5239
300.5081107;300.5081342;56;212.616434;20.62117523;5239
300.4915539;300.4915774;57;212.4997247;20.61551477;5239
300.4709578;300.4709812;57;212.3599495;20.60873356;5239
300.4584632;300.4584867;57;212.403297;20.61083681;5239
300.4541127;300.4541362;57;212.4175795;20.61152976;5239
300.4477161;300.4477395;57;212.4012247;20.61073627;5239
300.4388933;300.4389168;57;212.3913114;20.61025528;5239
300.4126104;300.4126339;57;212.2620329;20.60398179;5239
300.4089823;300.4090058;57;212.2605428;20.60390948;5239
300.3979607;300.3979841;57;212.2462188;20.60321425;5239
300.3868505;300.386874;58;212.257231;20.60374874;5239
300.370465;300.3704884;58;212.2147118;20.60168497;5239
300.3587583;300.3587818;58;212.152943;20.59868651;5239
300.3123812;300.3124047;58;212.2370659;20.60277;5239
300.3031913;300.3032148;58;212.2354987;20.60269394;5239
300.2982964;300.2983199;58;212.1878422;20.60038068;5239
300.2911132;300.2911366;58;212.198749;20.60091013;5239
300.2774914;300.2775149;58;212.2096063;20.60143715;5239
300.2725495;300.2725729;59;212.2071924;20.60131998;5239
300.266802;300.2668255;59;212.2085203;20.60138444;5239
300.2627457;300.2627691;59;212.2191417;20.6019;5239
300.2479075;300.2479309;59;212.2349792;20.60266872;5239
300.2375017;300.2375251;59;212.175981;20.5998049;5239
300.2345661;300.2345895;59;212.1625366;20.59915225;5239
300.2293097;300.2293331;59;212.148269;20.5984596;5239
300.2207211;300.2207446;59;212.1458619;20.59834275;5239
300.2093298;300.2093532;59;212.1641574;20.59923093;5239
300.2051857;300.2052092;60;212.1524869;20.59866437;5239
300.1946601;300.1946836;60;212.0969575;20.59596841;5239
300.1842475;300.184271;60;212.0674855;20.59453741;5239
300.1768036;300.1779785;60;212.0432767;20.59336187;5239
300.1674939;300.1686688;60;212.0548907;20.59392584;5239
300.1506345;300.1518094;60;211.9421307;20.58844971;5239
300.1355787;300.1367536;60;211.9358459;20.58814445;5239
300.1314787;300.1326536;60;211.9369874;20.58819989;5239
300.1271519;300.1283268;60;211.9295944;20.5878408;5239
300.1215205;300.1226954;60;211.9095348;20.58686644;5239
300.1120537;300.1132286;60;211.8713841;20.58501319;5239
300.1045211;300.105696;60;211.8787272;20.58536991;5239
300.0912648;300.0924397;60;211.8973201;20.5862731;5239
300.0874668;300.0886416;60;211.8804487;20.58545354;5239
300.0815837;300.0827585;60;211.8799932;20.58543141;5239
300.0751067;300.0762816;60;211.8602375;20.5844717;5239
300.05791;300.0590848;60;211.8595622;20.58443889;5239
300.050382;300.0515568;60;211.8478567;20.58387022;5239
300.0327102;300.0338849;60;211.8313841;20.58306994;5239
299.800407;299.8015817;60;211.5965425;20.57165732;5239
299.7894597;299.7906344;60;211.5461292;20.56920656;5239
299.7832038;299.7843785;60;211.5443325;20.56911921;5239
299.7793289;299.7805036;60;211.547086;20.56925307;5239
299.7760537;299.7772283;60;211.552477;20.56951516;5239
299.7327235;299.7338981;60;211.2601287;20.55529755;5239
299.7217058;299.7228804;60;211.2625899;20.55541728;5239
299.716009;299.7171836;60;211.3155602;20.55799407;5239
299.7125808;299.7137554;60;211.3245233;20.55843006;5239
299.702953;299.7041276;60;211.263778;20.55547508;5239
299.6940627;299.6952373;60;211.2574068;20.55516513;5239
299.6826516;299.6838262;60;211.2452251;20.55457249;5239
299.6763268;299.6775014;60;211.2930212;20.55689768;5239
299.6703959;299.6715705;60;211.2873474;20.55662168;5239
299.6659861;299.6671607;60;211.2801767;20.55627285;5239
299.6313361;299.6325106;60;211.2807403;20.55630027;5239
299.621816;299.6229905;60;211.2379445;20.55421828;5239
299.6182092;299.6193837;60;211.2199322;20.55334193;5239
299.6153115;299.616486;60;211.2265039;20.55366166;5239
299.6101939;299.6113684;60;211.2426569;20.55444754;5239
299.5906276;299.5918021;60;211.2273339;20.55370205;5239
299.5874812;299.5886557;60;211.2346057;20.55405584;5239
299.5774046;299.5785791;61;211.2168211;20.55319056;5239
299.5624579;299.5636324;61;211.1584695;20.55035131;5239
299.5562724;299.5574468;61;211.1459024;20.54973977;5239
299.5508191;299.5519935;61;211.184894;20.55163711;5239
299.5439448;299.5451192;61;211.1595225;20.55040255;5239
299.5351364;299.5363108;61;211.0887275;20.54695732;5239
299.5104081;299.5115825;61;210.981651;20.54174535;5239
299.5036542;299.5048286;61;210.93019;20.53924001;5239
299.501217;299.5023914;61;210.930067;20.53923402;5239
299.4269701;299.4281445;61;210.9871256;20.54201186;5239
299.4179654;299.4191397;62;210.9762497;20.54148241;5239
299.4000733;299.4012476;62;211.0062385;20.54294227;5239
299.3982753;299.3994496;62;210.9733368;20.5413406;5239
299.3935021;299.3946763;62;210.9493257;20.54017165;5239
299.390903;299.3920772;63;210.9529594;20.54034856;5239
299.2429794;299.2441535;64;210.8796774;20.53678054;5239
299.1887171;299.1898912;64;210.912087;20.5383586;5239
299.1553926;299.1565667;64;210.7100836;20.52852083;5239
299.144944;299.1461181;65;210.7319414;20.52958555;5239
299.1369843;299.1381584;65;210.7214073;20.52907242;5239
299.1335575;299.1347316;65;210.7286696;20.52942618;5239
299.1303919;299.131566;65;210.7307702;20.5295285;5239
299.121055;299.122229;66;210.7338737;20.52967967;5239
299.1140532;299.1152273;66;210.7169867;20.52885709;5239
299.1080327;299.1092068;66;210.6790672;20.52700987;5239
299.1050852;299.1062592;66;210.6889163;20.52748968;5239
299.0970476;299.0982217;66;210.6807943;20.52709401;5239
299.0847401;299.0859141;66;210.6741723;20.52677141;5239
299.0753502;299.0765243;66;210.6153328;20.52390473;5239
299.0717087;299.0728826;66;210.6086726;20.52358022;5239
299.0596808;299.0608548;66;210.4774738;20.51718664;5239
299.0573386;299.0585126;66;210.4650533;20.51658126;5239
299.0476947;299.0488687;66;210.4612892;20.51639779;5239
299.033825;299.0349989;66;210.3956695;20.51319914;5239
299.0244621;299.025636;66;210.3268124;20.50984214;5239
299.0151501;299.016324;66;210.3172303;20.50937494;5239
299.0111578;299.0123318;66;210.3107551;20.50905923;5239
299.0078787;299.0090526;66;210.315689;20.50929979;5239
299.0038638;299.0050377;66;210.3305719;20.51002545;5239
298.9895652;298.9907391;66;210.3306766;20.51003055;5239
298.9779674;298.9791413;66;210.3314514;20.51006833;5239
298.9759673;298.9771411;66;210.3531215;20.51112486;5239
298.9697431;298.9709169;66;210.3455111;20.51075382;5239
298.9616675;298.9628414;66;210.3371876;20.510348;5239
298.9516376;298.9528115;66;210.258266;20.50649975;5239
298.9489431;298.950117;66;210.2281882;20.50503295;5239
298.9434447;298.9446185;66;210.2209885;20.50468183;5239
298.9412463;298.9424202;66;210.2154699;20.50441269;5239
298.9363348;298.9375086;66;210.1870983;20.50302896;5239
298.9310643;298.9322381;66;210.1925996;20.50329728;5239
298.9146901;298.915864;66;210.2414064;20.50567757;5239
298.9040355;298.9052093;66;210.2762286;20.50737568;5239
298.8995612;298.900735;65;210.2777222;20.50744851;5239
298.8925672;298.893741;65;210.2117329;20.50423044;5239
298.8782409;298.8794147;65;210.1045894;20.49900434;5239
298.8738442;298.875018;65;210.1087668;20.49920812;5239
298.8688842;298.870058;65;210.0853957;20.49806799;5239
298.8660453;298.8672191;65;210.091891;20.49838487;5239
298.8576761;298.8588499;65;210.1092972;20.49923399;5239
298.8538028;298.8549765;65;210.0911385;20.49834815;5239
298.834536;298.8357098;65;210.0518397;20.49643089;5239
298.8295278;298.8307015;65;210.0454479;20.49611904;5239
298.8240003;298.8828271;65;210.0424881;20.49597463;5239
298.8162839;298.8751099;65;210.1028345;20.49891873;5239
298.811458;298.8702838;65;210.0844353;20.49802114;5239
298.8090857;298.8679113;65;210.057272;20.49669593;5239
298.8050704;298.8638963;65;210.0649468;20.49707036;5239
298.7970811;298.8559066;65;210.0622807;20.49694029;5239
298.7894484;298.8482736;65;210.0431638;20.4960076;5239
298.7870104;298.8458355;65;210.0185799;20.49480812;5239
298.7846228;298.8434476;65;210.0096973;20.49437471;5239
298.7816672;298.8404915;65;209.9888383;20.49335689;5239
298.7766205;298.8354428;66;209.9730978;20.4925888;5239
298.7353344;298.7941565;66;209.853934;20.486773;5239
298.7320178;298.7908381;66;209.8557748;20.48686285;5239
298.7115834;298.7704035;66;209.8347827;20.48583817;5239
298.7078544;298.7666744;66;209.8396417;20.48607536;5239
298.7061241;298.7649438;66;209.8422442;20.48620239;5239
298.7014333;298.7602528;66;209.8439493;20.48628562;5239
298.6962591;298.7550782;66;209.853505;20.48675206;5239
298.6928119;298.7516306;66;209.8546428;20.4868076;5239
298.6881193;298.7469378;66;209.8654691;20.48733604;5239
298.6857758;298.7445942;66;209.8650936;20.48731772;5239
298.6824413;298.7412596;66;209.8731331;20.48771013;5239
298.6797896;298.7386072;66;209.8710329;20.48760761;5239
298.664667;298.7234837;66;209.8877823;20.48842514;5239
298.6515659;298.7103813;66;209.8868841;20.4883813;5239
298.6398266;298.6986416;66;209.8920101;20.48863149;5239
298.634659;298.6934738;66;209.8934249;20.48870054;5239
298.6309566;298.6897711;66;209.8999163;20.48901737;5239
298.6268828;298.6856969;66;209.9052464;20.48927751;5239
298.6237165;298.6825304;66;209.8984709;20.48894682;5239
298.6213238;298.6801375;66;209.9013084;20.48908531;5239
298.618893;298.6777066;66;209.9017457;20.48910665;5239
298.6159257;298.6747375;66;209.8882055;20.48844579;5239
298.5964098;298.6552214;66;209.7364092;20.48103558;5239
298.5935675;298.6523789;66;209.7440815;20.48141018;5239
298.5915936;298.6504028;66;209.747463;20.48157528;5239
298.541705;298.6005141;66;209.8351816;20.48585764;5239
298.5387622;298.597571;66;209.8309161;20.48564942;5239
298.5357983;298.594606;66;209.844854;20.48632978;5239
298.5288212;298.5876288;66;209.8232851;20.48527691;5239
298.5262501;298.585057;66;209.8213996;20.48518487;5239
298.5211536;298.5799603;66;209.8104143;20.48464861;5239
298.5175633;298.5763698;66;209.7923174;20.48376515;5239
298.5160889;298.5748952;66;209.7856954;20.48344187;5239
298.5116766;298.5704827;66;209.7783077;20.4830812;5239
298.5075329;298.5663389;66;209.7869277;20.48350203;5239
298.5033905;298.5621963;66;209.7842906;20.48337329;5239
298.4984595;298.5572647;66;209.7848217;20.48339922;5239
298.4908878;298.5496928;66;209.7843938;20.48337832;5239
298.4879208;298.5467256;66;209.779874;20.48315767;5239
298.4853484;298.5441529;66;209.7799009;20.48315898;5239
298.4814255;298.5402297;66;209.7707638;20.4827129;5239
298.4779583;298.5367623;66;209.7641969;20.48239229;5239
298.4750096;298.5338128;67;209.7635228;20.48235938;5239
298.4634473;298.5222503;67;209.7728467;20.48281459;5239
298.4610878;298.5198907;67;209.7674121;20.48254926;5239
298.4586503;298.5174529;67;209.7708471;20.48271696;5239
298.4565652;298.5153676;67;209.772703;20.48280757;5239
298.4536199;298.5124217;67;209.7522817;20.48181055;5239
298.4457931;298.5045948;67;209.7683288;20.48259402;5239
298.437668;298.4964692;67;209.7749798;20.48291873;5239
298.4298783;298.4886793;67;209.6921093;20.4788725;5239
298.4247936;298.4835934;67;209.6808145;20.47832095;5239
298.4159318;298.4747267;67;209.6975971;20.47914047;5239
298.3066039;298.3653987;67;209.7079739;20.47964716;5239
298.3038624;298.3626572;67;209.6971947;20.47912081;5239
298.301458;298.3602528;67;209.6921019;20.47887213;5239
298.2988875;298.3576823;67;209.6942504;20.47897705;5239
298.2963194;298.3551139;67;209.7033652;20.47942212;5239
298.294723;298.3535167;67;209.7082444;20.47966037;5239
298.2896737;298.3484672;67;209.6898541;20.47876237;5239
298.2868183;298.3456116;67;209.6939681;20.47896326;5239
298.2828042;298.3415971;67;209.6824333;20.4784;5239
298.2778397;298.3366322;67;209.6788176;20.47822344;5239
298.2734532;298.3322455;67;209.6786945;20.47821743;5239
298.2691955;298.3279877;67;209.6698649;20.47778625;5239
298.2661456;298.3249377;67;209.6715929;20.47787064;5239
298.2682601;298.327052;67;209.7061145;20.47955637;5239
298.265094;298.3238855;67;209.7044605;20.4794756;5239
298.2627596;298.3215509;67;209.6820503;20.4783813;5239
298.2604211;298.3192121;67;209.6740816;20.47799217;5239
298.244104;298.3028949;67;209.6076729;20.47474898;5239
298.2413679;298.3001583;67;209.6053171;20.47463392;5239
298.2320062;298.2907965;67;209.5561434;20.47223209;5239
298.2296657;298.2884554;67;209.558784;20.47236107;5239
298.2249297;298.2837191;67;209.5557809;20.47221438;5239
298.2222794;298.2810682;67;209.536785;20.47128648;5239
298.2186365;298.2774241;67;209.5537868;20.47211698;5239
298.2129489;298.2717354;67;209.5293851;20.470925;5239
298.204515;298.2633013;67;209.5398252;20.47143499;5239
298.2035904;298.2623767;67;209.5468207;20.4717767;5239
298.198345;298.257131;67;209.5322424;20.47106457;5239
298.1944679;298.2532537;67;209.5228043;20.47060352;5239
298.1909373;298.2497229;67;209.5150658;20.47022549;5239
298.1883535;298.247139;67;209.5119701;20.47007426;5239
298.1847894;298.2435741;67;209.5092797;20.46994283;5239
298.1799629;298.2387473;67;209.4160459;20.46538766;5239
298.1773745;298.2361588;67;209.4152123;20.46534692;5239
298.1741385;298.232923;67;209.4259978;20.46587393;5239
298.1702888;298.2290731;67;209.4408145;20.46659788;5239
298.1669662;301.1131293;67;209.4305385;20.46609579;5239
298.161003;301.1070931;67;209.4387142;20.46649527;5239
298.1497197;301.0958;67;209.4420489;20.4666582;5239
298.1446545;301.0906991;67;209.4279461;20.46596912;5239
298.1394138;301.0854489;67;209.4247134;20.46581117;5239
298.1380943;301.0841237;67;209.4164059;20.46540524;5239
298.1390333;301.0850553;67;209.4447207;20.46678874;5239
298.1349655;301.0809629;67;209.4403434;20.46657487;5239
298.1283399;301.0743219;67;209.3905903;20.46414378;5239
298.1225596;301.0685245;67;209.3678917;20.46303456;5239
298.1190686;301.0650163;67;209.3497295;20.46214698;5239
298.116507;301.0624435;67;209.328829;20.46112553;5239
298.115051;301.060916;67;209.3305985;20.46121201;5239
298.1046997;301.0505589;67;209.3481412;20.46206936;5239
298.1017947;301.0476122;67;209.3510711;20.46221255;5239
298.0924835;301.0382951;67;209.3494798;20.46213478;5239
298.0890509;301.0348493;67;209.3445391;20.46189332;5239
298.0857636;301.0315427;67;209.2996398;20.45969891;5239
298.0831164;301.0288815;67;209.2850321;20.45898493;5239
298.0811278;301.0268757;67;209.278697;20.45867528;5239
298.0788266;301.0245595;67;209.2710452;20.45830126;5239
298.0728327;301.0185584;67;209.2887416;20.45916624;5239
298.0713242;301.017021;67;209.2853979;20.4590028;5239
298.068392;301.0140783;67;209.2843145;20.45894985;5239
298.0656218;301.0112945;67;209.2759075;20.45853892;5239
298.0634131;301.0090448;67;209.2781229;20.45864721;5239
298.056427;301.0020519;67;209.2434683;20.45695326;5239
298.0540158;300.9996225;67;209.2331325;20.45644801;5239
298.0511996;300.996796;67;209.237389;20.45665608;5239
298.0494446;300.9950304;67;209.2426257;20.45691207;5239
298.0472683;300.9928416;67;209.2495714;20.45725159;5239
298.0412424;300.9867641;67;209.2491717;20.45723206;5239
298.0319103;300.9773976;67;209.2560179;20.45756671;5239
298.0268948;300.9723383;67;209.2720176;20.45834879;5239
298.018803;300.964232;67;209.2636305;20.45793883;5239
298.0167312;300.9621449;67;209.2674049;20.45812332;5239
298.0144113;300.959815;68;209.2666074;20.45808434;5239
298.0126891;300.9580822;68;209.2376539;20.45666903;5239
298.009185;300.9545677;68;209.2334348;20.45646278;5239
298.0048581;300.9502363;68;209.2276627;20.45618061;5239
297.999564;300.9449217;68;209.2478678;20.45716832;5239
297.9908675;300.9362142;68;209.2434136;20.45695058;5239
297.98871;300.9340389;68;209.2485554;20.45720193;5239
297.9849062;300.9302096;68;209.2366325;20.4566191;5239
297.9821803;300.9274721;68;209.2210749;20.45585857;5239
297.9785545;300.9238251;68;209.2128467;20.45545632;5239
297.974246;300.9195112;68;209.2106481;20.45534884;5239
297.9729808;300.9182384;68;209.2097014;20.45530256;5239
297.9709151;300.9161326;68;209.2038308;20.45501556;5239
297.9628823;300.908066;69;209.1583661;20.45279277;5239
297.9517214;300.8968228;69;209.1435517;20.45206844;5239
297.941495;300.8865802;69;209.1719075;20.45345484;5239
297.9373705;300.8824492;69;209.1755719;20.453634;5239
297.9359502;300.8809924;69;209.1813175;20.45391491;5239
297.9323189;300.8773477;69;209.1644491;20.45309019;5239
297.9299481;300.8749181;69;209.1281301;20.45131439;5239
297.9122723;300.8572349;69;209.130489;20.45142973;5239
297.9103962;300.8553511;69;209.1123482;20.45054269;5239
297.9083851;300.853265;69;209.1094821;20.45040254;5239
297.8956183;300.8404376;69;209.0230252;20.44617447;5239
297.8914958;300.8362765;69;208.9665949;20.44341434;5239
297.8839734;300.8287439;69;208.9989009;20.44499454;5239
297.8796084;300.8243162;69;208.9899485;20.44455666;5239
297.8713746;300.816066;69;209.0210569;20.4460782;5239
297.8669207;300.8116039;69;209.0383663;20.44692477;5239
297.8655028;300.8101752;69;209.030023;20.44651672;5239
297.8632435;300.8079008;69;209.0253928;20.44629027;5239
297.8602864;300.8049411;69;209.0193002;20.44599228;5239
297.858779;300.8034106;69;209.0218583;20.4461174;5239
297.8562089;300.8008433;69;209.0186982;20.44596284;5239
297.8536128;300.7982283;69;209.0200949;20.44603115;5239
297.8512704;300.7958599;69;209.0297216;20.44650198;5239
297.8484395;300.793021;69;209.0227896;20.44616295;5239
297.8458076;300.7903683;69;209.0169633;20.44587799;5239
297.8406198;300.785173;69;209.021592;20.44610437;5239
297.8387196;300.7832614;69;209.0174174;20.4459002;5239
297.8374627;300.7819888;70;209.0127037;20.44566965;5239
297.834496;300.77897;70;209.0146089;20.44576283;5239
297.8290684;300.7735276;70;208.9868195;20.44440361;5239
297.8247305;300.7691757;70;208.9919631;20.4446552;5239
297.8171971;300.7616271;70;209.0160838;20.44583497;5239
297.8136604;300.7579599;71;208.9859648;20.4443618;5239
297.7769525;300.7212208;72;209.0474217;20.44736764;5239
297.7698932;300.714145;72;209.066478;20.44829959;5239
297.7669884;300.7112269;72;209.0569142;20.44783188;5239
