of_list;of_pen_list;rr_round_list;of_val_list;RMSE_val_list;Var7
301.717725;301.7198236;59;212.5290407;20.61693676;10479
301.7008398;301.7029384;59;212.5061109;20.61582455;10479
301.6293006;301.6313991;60;212.1423966;20.59817451;10479
301.5807096;301.5828081;60;211.9286942;20.58779708;10479
301.5707058;301.5728043;60;211.9221436;20.58747889;10479
301.548322;301.5504204;60;211.8949776;20.58615931;10479
301.543642;301.5457404;60;211.8985529;20.58633299;10479
301.517748;301.5198464;60;211.7535263;20.57928698;10479
301.5021935;301.5042918;60;211.7215152;20.57773142;10479
300.6031319;300.6052302;60;211.8535583;20.58414721;10479
300.5903511;300.5924493;60;211.8085166;20.58195893;10479
300.5550008;300.557099;60;211.7774328;20.58044862;10479
300.4948277;300.4969258;60;211.6964364;20.57651265;10479
300.4875892;300.4896874;60;211.6729308;20.57537026;10479
300.4774098;300.479508;60;211.6663622;20.57505102;10479
300.4560059;300.458104;60;211.5911812;20.5713967;10479
300.4391043;300.4412024;60;211.5335429;20.56859465;10479
300.4221522;300.4242503;60;211.415641;20.56286172;10479
300.4112534;300.4133514;60;211.3738111;20.56082737;10479
300.3237545;300.3258525;60;210.9511774;20.5402618;10479
300.3084155;300.3105135;60;210.9496784;20.54018882;10479
300.28052;300.282618;60;210.9329714;20.53937542;10479
300.2577958;300.2598937;61;210.9254304;20.53900827;10479
300.2456961;300.2484727;127;210.8687423;20.53624807;10479
305.8658991;305.8679971;61;216.387023;20.80322201;10479
300.5769142;300.5790122;61;211.0289195;20.54404631;10479
300.5560875;300.5581854;62;210.9448297;20.53995276;10479
300.5466678;300.5487657;62;210.8894525;20.53725651;10479
300.5330978;300.5351958;62;210.8682163;20.53622245;10479
300.5203846;300.5233485;181;210.8245487;20.53409597;10479
307.9457992;307.9478971;64;218.0556867;20.88327975;10479
300.6459787;300.6480766;64;210.9224591;20.53886361;10479
300.6157057;300.6178036;64;210.8811991;20.53685463;10479
300.6059096;300.6080074;64;210.8791258;20.53675368;10479
300.5489264;300.5510243;64;210.6003009;20.52317231;10479
300.5456171;300.547715;66;210.5999076;20.52315315;10479
300.5236656;300.5257634;66;210.5866607;20.52250768;10479
300.498462;300.5005891;70;210.4864565;20.51762445;10479
300.5652654;300.5673631;67;210.6853818;20.5273175;10479
300.3642663;300.3667392;93;210.2312726;20.50518337;10479
302.3885328;302.3916029;225;212.9709753;20.63836114;10479
309.3763017;309.3783994;68;218.9097412;20.92413636;10479
300.5496515;300.5517492;68;210.5500078;20.52072162;10479
300.4483856;300.4516388;559;210.3932482;20.5130811;10479
313.6472078;313.6493056;68;222.0480954;21.07358989;10479
300.8479955;300.8500933;69;210.9588842;20.540637;10479
300.8346533;300.836751;69;210.908239;20.53817124;10479
300.8198362;300.821934;69;210.8509036;20.5353794;10479
300.815723;300.8178208;69;210.8451067;20.53509711;10479
300.810203;300.8133607;311;210.843708;20.535029;10479
311.326901;311.3289987;70;220.3161667;20.99124421;10479
300.7805672;300.7826649;70;210.7454637;20.53024421;10479
300.773223;300.7753207;70;210.7364854;20.52980689;10479
300.7671995;300.7693713;75;210.7096278;20.52849862;10479
301.0021439;301.0042415;71;211.1881095;20.55179357;10479
300.7519246;300.8570548;71;210.6523136;20.5257065;10479
300.7290726;300.8342025;71;210.5232074;20.51941555;10479
300.724741;300.8298702;71;210.5188989;20.51920558;10479
300.7141814;300.8193095;72;210.4904266;20.51781795;10479
300.7051465;300.8102738;72;210.4919665;20.51789299;10479
300.6835938;300.7887127;73;210.4091457;20.51385608;10479
300.3903215;300.49544;73;210.0625244;20.49695218;10479
300.3813059;300.5367542;258;210.027;20.49521895;10479
310.040597;310.1457165;73;219.0138102;20.9291094;10479
300.5398677;300.6600921;93;210.1027835;20.49891624;10479
301.9579145;302.0630329;73;212.2607385;20.60391897;10479
300.5298138;300.6349317;73;210.0905201;20.49831799;10479
300.5194817;300.624599;73;210.0967151;20.4986202;10479
300.5092129;300.6143298;73;210.207033;20.50400122;10479
300.5024443;300.6075606;73;210.1724498;20.50231449;10479
300.4861051;300.5912214;73;210.124797;20.4999901;10479
300.4814027;300.613724;113;210.124946;20.49999737;10479
304.0690458;304.1741594;74;214.3370231;20.70444508;10479
300.4651016;300.5946081;107;210.0638284;20.4970158;10479
303.3857208;303.4908308;74;213.7345776;20.67532721;10479
300.4313019;300.5364078;74;209.83664;20.48592883;10479
300.3143426;300.4194467;74;209.8987212;20.48895903;10479
300.2707826;300.3758857;74;209.9119611;20.48960522;10479
300.2535545;300.4161604;531;209.8393354;20.4860604;10479
312.7815652;312.886673;74;221.0248558;21.02497828;10479
300.4334011;300.5385088;74;209.7467175;20.48153888;10479
300.4271407;300.5322479;74;209.7588016;20.48212887;10479
300.4181232;300.5232299;74;209.7707978;20.48271456;10479
300.4130895;300.5181953;74;209.755734;20.4819791;10479
300.4072251;300.5123264;74;209.7254132;20.48049868;10479
299.6714402;299.7765412;74;209.8578284;20.48696309;10479
299.6503734;299.7554747;74;209.8331843;20.48576014;10479
299.6322252;299.7373261;74;209.8163489;20.48493831;10479
299.6264419;299.7315417;74;209.796902;20.48398897;10479
299.6071063;299.7122058;74;209.8013387;20.48420556;10479
299.5896143;299.6947116;74;209.7474026;20.48157233;10479
299.5607292;299.6658261;74;209.5715564;20.47298495;10479
299.5542335;299.664726;80;209.5668375;20.47275445;10479
299.9339583;300.0390547;74;210.2937866;20.50823184;10479
299.5848428;299.6899388;74;209.5250277;20.47071214;10479
299.578266;299.6833621;74;209.5251978;20.47072045;10479
299.5701427;299.6752368;74;209.5186948;20.47040277;10479
299.5467429;299.6518365;74;209.4262831;20.46588787;10479
299.541067;299.6461602;74;209.4029503;20.46474775;10479
299.5345022;299.639595;74;209.3919383;20.46420965;10479
299.5297925;299.6348847;74;209.3969243;20.46445329;10479
299.5231591;299.6282509;74;209.3787068;20.46356307;10479
299.5189296;299.6240209;74;209.3511468;20.46221624;10479
299.5104205;299.6155106;75;209.3533016;20.46232155;10479
299.4913461;299.5964356;76;209.2380262;20.45668723;10479
299.4761296;299.5812179;76;209.2403974;20.45680314;10479
299.4650349;299.5701223;76;209.1921827;20.4544461;10479
299.4577538;299.5832393;107;209.1877911;20.4542314;10479
301.9457108;302.0507948;77;212.334224;20.60748524;10479
299.4897238;299.5948052;77;208.4407834;20.4176778;10479
299.4461262;299.5512027;77;208.1196979;20.40194588;10479
299.223499;299.3285746;77;208.1029218;20.40112359;10479
299.2142844;299.3193596;77;208.0951125;20.40074079;10479
299.2063636;299.3114385;78;208.0469383;20.39837926;10479
299.194074;299.2991486;78;208.005923;20.39636845;10479
299.1903391;299.2954129;79;208.0013721;20.39614533;10479
299.184325;299.2893979;79;207.9658567;20.39440397;10479
299.1763701;299.2824505;79;207.959579;20.39409616;10479
299.2172683;299.3223402;79;208.1065668;20.40130225;10479
299.1610675;299.2661386;79;207.9545818;20.39385112;10479
299.155702;299.2798883;107;207.9330466;20.39279513;10479
301.2256232;301.3306946;80;210.9279001;20.53912851;10479
299.1870094;299.2920804;80;207.8874633;20.39055974;10479
299.1836914;299.3353422;229;207.8892712;20.39064841;10479
307.8068698;307.9119407;81;216.4303985;20.80530694;10479
299.7587334;299.8638043;80;207.1266417;20.3532131;10479
299.5999555;299.7050257;81;207.5464697;20.37382977;10479
299.5826444;299.746591;912;207.6117235;20.37703234;10479
313.7489885;313.8540689;81;220.8361558;21.01600132;10479
300.1131371;300.2182169;82;208.3543645;20.41344481;10479
300.1018338;300.206913;82;208.3674759;20.41408709;10479
300.0893428;300.1944159;82;208.6184412;20.42637712;10479
299.9512995;300.0563724;82;208.5787142;20.42443215;10479
299.9482671;300.0533398;82;208.5749701;20.42424883;10479
299.946308;300.0513801;82;208.5733809;20.42417102;10479
299.9395433;300.0446149;82;208.5755313;20.42427631;10479
299.9274707;300.0325418;82;208.5680753;20.42391125;10479
299.9183479;300.0234184;82;208.5958688;20.42527203;10479
299.9118937;300.016963;83;208.5974637;20.42535012;10479
299.8971009;300.0357569;151;208.6035852;20.42564982;10479
304.7327729;304.8378422;84;214.0795428;20.69200536;10479
299.9228858;300.0279547;84;208.556775;20.42335795;10479
299.9183659;300.0234343;84;208.5651669;20.42376885;10479
299.9142896;300.0193568;84;208.5618377;20.42360584;10479
299.9048937;300.0099598;85;208.5427282;20.42267016;10479
299.8926194;299.9976852;85;208.5306744;20.42207994;10479
299.8879256;299.992991;85;208.5438627;20.42272571;10479
299.881916;299.9869812;85;208.5535286;20.423199;10479
299.87547;300.0075826;124;208.5759859;20.42429857;10479
303.3219012;303.4269654;85;212.8538751;20.63268645;10479
299.8734682;299.9785312;85;208.5280046;20.4219492;10479
299.847454;299.9525109;85;208.4197664;20.41664842;10479
299.6081451;299.7132008;86;208.4498516;20.41812193;10479
299.5896122;299.6946674;86;208.3477178;20.4131192;10479
299.5839677;299.6890228;86;208.3494976;20.41320639;10479
299.5766357;304.8418289;86;208.3508745;20.41327384;10479
299.5686753;304.8337116;87;208.372362;20.41432644;10479
299.5238563;304.7888489;87;208.4036894;20.41586096;10479
299.5144241;304.7793839;87;208.4271443;20.41700978;10479
299.4933306;304.7582439;87;208.3269165;20.41210016;10479
299.4870149;304.7518885;87;208.3222174;20.41186995;10479
299.478739;304.7436037;87;208.2445929;20.40806668;10479
299.4733079;305.0017458;92;208.2875718;20.41017255;10479
299.7945176;305.059286;87;209.0083215;20.44545532;10479
299.4700968;305.8718991;120;208.2836663;20.4099812;10479
302.0916947;307.3563429;88;211.7874408;20.5809349;10479
299.4477141;304.7123511;88;208.3144881;20.41149128;10479
299.4441332;304.9555584;94;208.2997252;20.410768;10479
299.7284697;304.9930845;88;208.982935;20.44421361;10479
299.4411579;304.705754;88;208.3025765;20.4109077;10479
299.4344365;304.6987921;88;208.3050781;20.41103026;10479
299.2676124;304.5318946;88;208.3921641;20.41529643;10479
299.2172395;304.4814954;88;208.4006272;20.41571097;10479
299.2121553;304.4762976;88;208.3817329;20.41478547;10479
299.1949107;304.4590265;88;208.2712575;20.40937322;10479
299.1888234;304.4529158;88;208.2758315;20.40959733;10479
299.1839662;304.4480385;88;208.258008;20.40872402;10479
299.17997;304.4440198;88;208.2363844;20.40766446;10479
299.1713405;304.5258656;91;208.2489051;20.40827798;10479
299.2473223;304.5113036;89;208.4931203;20.42024096;10479
299.1616509;304.4256163;89;208.2614713;20.40889371;10479
299.1586034;304.4225429;89;208.2398752;20.40783551;10479
299.1489125;304.4128121;90;208.2503142;20.40834703;10479
299.1442597;304.4081399;90;208.2443703;20.40805578;10479
299.1393646;304.4032226;90;208.2343487;20.40756471;10479
299.1337322;304.3974911;90;208.237631;20.40772555;10479
299.1179817;304.3817129;90;208.1909931;20.40544011;10479
299.1114991;304.3752076;90;208.187622;20.40527491;10479
299.1076819;304.3713459;90;208.1693851;20.40438115;10479
299.1003419;304.363962;90;208.1690201;20.40436326;10479
299.0906578;304.3542199;90;208.1574427;20.40379586;10479
299.0843553;304.347904;90;208.1267515;20.40229161;10479
299.0791641;304.3426929;90;208.1192109;20.40192201;10479
299.0763114;304.3398253;90;208.1149541;20.40171336;10479
299.0731452;304.3366302;90;208.1088856;20.40141591;10479
299.063969;304.3274168;90;208.0818915;20.40009272;10479
299.057614;304.3210207;90;208.0800443;20.40000217;10479
299.0482341;304.3116287;90;208.0791633;20.39995898;10479
299.044821;304.3081984;90;208.0823214;20.40011379;10479
299.0417028;304.3050542;90;208.0579108;20.39891717;10479
299.0381138;304.3014647;90;208.0623458;20.39913458;10479
299.0342898;304.2976198;90;208.0606283;20.39905039;10479
299.0301473;304.2934172;90;208.051149;20.39858569;10479
299.0151588;304.2784198;90;207.9990658;20.39603225;10479
299.0133121;304.2765545;90;207.9953072;20.39584797;10479
299.0090314;304.2722491;90;207.9661135;20.39441657;10479
299.0026819;304.2658958;90;207.9593423;20.39408455;10479
299.0008839;304.2640355;90;207.9581085;20.39402405;10479
298.980377;304.2435107;90;207.9672442;20.39447201;10479
298.9718694;304.8180326;105;207.9907348;20.39562378;10479
299.9684403;305.2316007;90;209.6385573;20.47625734;10479
299.0154702;304.2786114;90;207.9594217;20.39408844;10479
299.010208;304.2733119;90;207.960652;20.39414877;10479
299.0070613;304.7480883;104;207.9673873;20.39447902;10479
299.7023206;304.9653626;90;209.2736201;20.45842712;10479
298.9967441;304.2597026;90;207.9455574;20.39340861;10479
298.9815251;304.2444725;90;207.925873;20.39244336;10479
298.9790791;304.2420075;90;207.9243212;20.39236726;10479
298.9760588;304.2388662;90;207.9022685;20.39128581;10479
298.9550059;304.217773;91;207.9256587;20.39243285;10479
298.9478099;304.210551;91;207.9312843;20.39270871;10479
298.9441784;304.2069158;91;207.9238344;20.39234339;10479
298.9419819;304.2046755;91;207.9256492;20.39243238;10479
298.9341609;304.1968326;91;207.8690277;20.3896556;10479
298.9281984;304.1908536;91;207.8572989;20.38908036;10479
298.9238035;304.1863471;91;207.8438814;20.38842227;10479
298.8910818;304.1535728;91;207.6208302;20.37747924;10479
298.8635759;304.1260598;91;207.6020915;20.37655965;10479
298.8611895;304.1235917;91;207.5967862;20.37629928;10479
298.8398483;304.1022262;91;207.6016061;20.37653583;10479
298.8349444;304.097303;91;207.6036125;20.37663429;10479
298.827372;304.0896894;91;207.5739251;20.3751773;10479
298.823217;304.0855004;91;207.5651783;20.37474801;10479
298.8178811;304.0800734;91;207.5425188;20.37363585;10479
298.7871102;304.0492843;91;207.2407473;20.35881859;10479
298.7844464;304.0465968;91;207.2441323;20.35898486;10479
