of_list;of_pen_list;rr_round_list;of_val_list;RMSE_val_list;MAPE_val_list;Var7
51.8780399758385;51.8780420621744;2;52.9227920760448;10.2881283114126;0.383233250335976;23185
51.8635920319038;51.8635941178911;4;52.9155923417391;10.2874284776847;0.383260741683899;23185
51.8471080777396;51.8471101634281;7;52.9076443740704;10.2866558583507;0.383289657448598;23185
51.8350588140338;51.8350608993302;11;52.901847919856;10.2860923503395;0.383322671051583;23185
51.8181792147233;51.8181812997392;13;52.8941815528723;10.2853470094958;0.383318462321415;23185
51.8060685111648;51.8060705960081;14;52.8881108583012;10.2847567650675;0.383327101830615;23185
51.7982007829214;51.7982028675304;14;52.8837394429024;10.2843317179973;0.383319967364421;23185
51.7879153189454;51.7879174033703;14;52.8781631681475;10.2837894929979;0.383319635492855;23185
51.7797639604929;51.7797660447125;15;52.8737886398511;10.283364103235;0.383336717966717;23185
51.7709929836884;51.7709950675611;19;52.8692807114103;10.2829257229069;0.383356983487448;23185
51.7549143307818;51.7549164143876;19;52.859646259343;10.2819887433651;0.383349381188436;23185
51.7446200668209;51.7446221501587;22;52.8541372280687;10.2814529350738;0.383363317252723;23185
51.7333413703033;51.7333434534764;22;52.8495007948374;10.2810019740138;0.383380065275068;23185
51.7263473363094;51.7263494192985;22;52.8458565385109;10.2806475028094;0.383389788910827;23185
51.7179171667548;51.7179192495123;24;52.8426839616767;10.2803389011916;0.383413902325962;23185
51.7087561616943;51.7087582441933;26;52.837826341831;10.279866374796;0.383451581848266;23185
51.6892939029625;51.6892959852688;27;52.8373685741245;10.2798218441882;0.383489827716311;23185
51.6818093420353;51.6818114241821;27;52.8325588794106;10.2793539562961;0.383483248777362;23185
51.6752453514145;51.6752474333621;29;52.829963695178;10.2791014875015;0.383528584151863;23185
51.6681351199927;51.6681372017435;30;52.826971276221;10.278810366596;0.383537682846965;23185
51.6605759141701;51.6605779956829;33;52.8230223341462;10.2784261766232;0.383562854211028;23185
51.6514937359571;51.6514958172341;35;52.815629134193;10.2777068584576;0.383558327047928;23185
51.6413359620647;51.6413380431705;35;52.8134002304138;10.2774899883594;0.383582100615847;23185
51.6342513132187;51.6342533941327;37;52.8091014038866;10.2770717039326;0.383613610681975;23185
51.627435738264;51.6274378189915;37;52.8061355364505;10.276783109169;0.383641025623115;23185
51.6205333934781;51.6205354739658;40;52.8034996640531;10.2765266178854;0.383651224551849;23185
51.6120530258042;51.6120551060797;41;52.7993236677836;10.2761202472318;0.383693649674096;23185
51.6034764149978;51.6034784951284;41;52.7949108265225;10.2756908114756;0.383736492022949;23185
51.5976047292445;51.5976068091737;43;52.792036133353;10.2754110509851;0.38374420394892;23185
51.5894925232133;51.5894946029711;43;52.7894126850936;10.2751557345953;0.383793087001986;23185
51.5830143814568;51.5830164610377;44;52.7878019677548;10.2749989749639;0.383831242011212;23185
51.5767791416914;51.5767812211413;44;52.7851785763188;10.2747436538649;0.383845742316604;23185
51.5718324151712;51.5718344944183;46;52.7834396790031;10.2745744125003;0.383866441956224;23185
51.5638654229833;51.5638675020094;48;52.7799296276948;10.2742327818378;0.383878774941218;23185
51.5557175255263;51.5557196042892;51;52.7768070369296;10.2739288528712;0.383886158602591;23185
51.5462712049244;51.5462732834398;53;52.7704383409288;10.2733089451188;0.383946707371254;23185
51.5372249601433;51.537227038481;54;52.7699542483043;10.2732618236181;0.383980218061304;23185
51.5307873793764;51.5307894575772;54;52.7665675194647;10.2729321539144;0.384001709028679;23185
51.5251978025889;51.5251998806839;54;52.763592988183;10.2726425994661;0.38400665844778;23185
51.5210853111069;51.5210873890951;55;52.761645585179;10.2724530259504;0.384021296129922;23185
51.517547306572;51.5175493844134;55;52.7599403694139;10.2722870257226;0.384024881402771;23185
51.5128407257135;51.5128428034199;55;52.7577550381109;10.2720742830366;0.384075305569839;23185
51.507642482467;51.5076445600302;56;52.7561876107569;10.2719216907799;0.384100694709475;23185
51.5024897134476;51.5024917908394;58;52.7536176840692;10.2716714982586;0.384136894337324;23185
51.4968620325109;51.4968641097931;58;52.7521494035832;10.2715285526141;0.384187630530403;23185
51.4922617155221;51.49226379268;58;52.7497841995465;10.2712982820622;0.384180133921113;23185
51.4879244042212;51.4879264812617;59;52.7489652072407;10.2712185457462;0.384207404297124;23185
51.4842257698112;51.4842278467041;61;52.7473188313658;10.271058254276;0.384201644929999;23185
51.4805738893253;51.4805759660958;62;52.7454738268647;10.2708786213123;0.384224461193761;23185
51.4765971098161;51.4765991864915;62;52.7442428406442;10.2707587685277;0.384245932001043;23185
51.4733810074416;51.473383083883;64;52.7423648785844;10.2705759213965;0.384276531828884;23185
51.4672322719005;51.4672343482411;64;52.7422704760531;10.2705667298405;0.384303556368583;23185
51.4636796910748;51.4636817672396;66;52.7397427942854;10.2703206176132;0.384319506699653;23185
51.4587278365209;51.458729912546;66;52.738456059166;10.2701953300963;0.384341880718756;23185
51.4541026056133;51.4541046814995;67;52.7366484392744;10.2700193222091;0.384369165041832;23185
51.449196130908;51.4491982066771;68;52.733689394192;10.2697311935797;0.384384393956615;23185
51.4455657773596;51.4455678529963;69;52.7328213126125;10.2696466650623;0.384428212053081;23185
51.4420284448314;51.4420305202925;72;52.7314330897415;10.2695114868957;0.384469203000175;23185
51.4374476674109;51.4374497427787;72;52.7297444018757;10.2693470485592;0.38448374114699;23185
51.4336719006001;51.4336739758564;73;52.7282068232979;10.2691973224101;0.384461198794529;23185
51.4299397473846;51.4299418225505;73;52.7263079453939;10.2690124106843;0.384466706539794;23185
51.4268945680794;51.4268966431511;73;52.7239870430098;10.2687863979158;0.384478621554034;23185
51.4239532818628;51.4239553568427;74;52.7231643708635;10.2687062837403;0.384499359178827;23185
51.4212258123937;51.4212278872916;74;52.7228222110501;10.2686729630513;0.384507768674665;23185
51.4186504539291;51.4186525287358;74;52.722000666649;10.2685929578155;0.384529880176874;23185
51.4156498893013;51.4156519640032;74;52.7205376918469;10.2684504860127;0.384542013211146;23185
51.4123907737187;51.4123928483223;74;52.7188676560951;10.2682878471627;0.384555198363374;23185
51.4092084381257;51.4092105126223;74;52.7176647413137;10.2681706979689;0.384574515740898;23185
51.4057370924157;51.4057391667965;74;52.7156403119889;10.2679735402843;0.384580583089131;23185
51.4020119568731;51.4020140311343;74;52.7156029934311;10.2679699058218;0.384616334537546;23185
51.3985769357535;51.3985790098423;76;52.7144186616295;10.2678545628217;0.384644402405304;23185
51.3944224670143;51.3944245409691;77;52.7133287283746;10.267748412225;0.384660860580026;23185
51.3909933186771;51.3909953925083;77;52.7118832292835;10.2676076307272;0.384694195964096;23185
51.3885915712813;51.3885936450213;77;52.7107937986775;10.2675015265329;0.384718562214168;23185
51.3856249119796;51.3856269856254;77;52.7105385826163;10.2674766698168;0.384740793430524;23185
51.383047943606;51.3830500171131;80;52.7103488805845;10.2674581937873;0.384763837809385;23185
51.3796286067598;51.3796306801631;81;52.7084969792913;10.2672778261126;0.384779006325562;23185
51.3770642991374;51.3770663724392;81;52.7069242700986;10.267124648128;0.384798234540593;23185
51.3749373180305;51.3749393912109;82;52.7059161264219;10.267026456226;0.384815316819284;23185
51.3720325552618;51.372034628336;82;52.7042013240933;10.2668594345197;0.384831998422858;23185
51.3689006848343;51.3689027578218;82;52.7033467602606;10.2667761990082;0.384853391732902;23185
51.3661242210705;51.3661262938836;84;52.7018310748269;10.2666285678237;0.384852496211701;23185
51.3632945873283;51.3632966600212;86;52.6995043256669;10.2664019330695;0.384865506931299;23185
51.3606551454007;51.3606572179516;87;52.6992688732854;10.266378998779;0.384887174486696;23185
51.3578213346188;51.3578234070902;87;52.6975956161112;10.2662160133236;0.384912084724086;23185
51.3558556712952;51.3558577436714;87;52.6969792584751;10.2661559756781;0.384933380261314;23185
51.3533905000023;51.3533925722955;87;52.6961673972025;10.2660768940431;0.384938082927799;23185
51.3509071385377;51.3509092107481;87;52.6948502468896;10.2659485920094;0.384942100334475;23185
51.3481720144368;51.3481740865355;88;52.6950071414509;10.2659638750047;0.38494292605374;23185
51.3456937317476;51.3456958037399;89;52.6933161720298;10.2657991575941;0.384972489367757;23185
51.343208319236;51.3432103910987;90;52.6918499911751;10.265656334709;0.384998352289521;23185
51.3408776161655;51.3408796879423;90;52.6898857673494;10.2654649935938;0.385002960356839;23185
51.3386639227967;51.3386659944924;90;52.6887215512551;10.2653515820214;0.385023739583004;23185
51.3368568337324;51.336858905346;90;52.6879365096334;10.2652751068477;0.385028603471017;23185
51.3344779150026;51.3344799865186;90;52.6863588256001;10.2651214143429;0.38502752785018;23185
51.3320658807618;51.3320679521932;90;52.6857102426027;10.26505823097;0.385041156448585;23185
51.3298792215804;51.3298812929181;91;52.6845148065665;10.2649417734897;0.385061032579672;23185
51.3277686441083;51.3277707153605;92;52.6831437058546;10.2648082014088;0.385070811230395;23185
