of_list;of_pen_list;rr_round_list;of_val_list;RMSE_val_list;MAPE_val_list;Var7
50.7071761585636;50.7073299408357;116;51.7906828093136;10.1774930910626;0.378224830972554;69557
50.7057147568707;50.7058685369333;118;51.7898729561452;10.1774135177996;0.378224688375787;69557
50.7038684287746;50.7087313375131;119;51.7887952756617;10.177307627822;0.378220486945776;69557
50.7027807395789;50.7076436102659;120;51.7882970489006;10.1772586730318;0.378217522506189;69557
50.7017582847842;50.7066210994803;124;51.7880123913819;10.1772307030333;0.378218752660461;69557
50.7002739246226;50.7051366787236;124;51.7874924815874;10.1771796173191;0.378219007890791;69557
50.698368711413;50.7032314031304;127;51.7868290175235;10.1771144257617;0.378213670696559;69557
50.696739336455;50.7016019824708;129;51.7862873743819;10.1770612039411;0.378213107726995;69557
50.6956614424347;50.7005240438448;128;51.7857719636016;10.1770105594523;0.378211088009159;69557
50.6942182790673;50.6990808282782;129;51.7850588200242;10.1769404852366;0.378209189206022;69557
50.6928205104808;50.6976830072516;130;51.7845358860349;10.1768891009026;0.378213399043852;69557
50.6915332965;50.6963957136076;132;51.7840675312494;10.1768430793886;0.37820975871905;69557
50.6897340881634;50.6945964296654;133;51.7831906401325;10.1767569136865;0.378207914411763;69557
50.6877997798924;50.6926620685584;133;51.7828285522761;10.1767213337377;0.378207336693416;69557
50.6862935327714;50.6911557547971;137;51.7817715236036;10.1766174658974;0.378207678936017;69557
50.6846515741085;50.6895137199499;139;51.7810532016759;10.1765468801235;0.378205310378403;69557
50.6827661059967;50.6876281982658;140;51.7806201508138;10.1765043262226;0.378203336256773;69557
50.6813326739894;50.6861947051865;140;51.7799371035723;10.1764372059746;0.378203123185115;69557
50.6800098149442;50.684871771216;142;51.7793125390527;10.1763758321961;0.37820378896467;69557
50.6779649549877;50.6828268713024;143;51.7786298906931;10.1763087502977;0.378202063397546;69557
50.6767829254904;50.6816448049389;143;51.7782862383494;10.1762749803992;0.378201588808309;69557
50.6758773053436;50.6807391096094;144;51.7777440400519;10.1762216996341;0.378203505560097;69557
50.6741901443775;50.6790519062525;144;51.7770566656654;10.176154152298;0.378195123206739;69557
50.6731392139215;50.6780009176601;144;51.7766419267052;10.1761133962535;0.378196611790399;69557
50.6715696814395;50.6764313451167;144;51.7755282646513;10.1760039568242;0.378194831194328;69557
50.6705157969814;50.6753774160808;144;51.7751480893104;10.1759665967721;0.378197927392504;69557
50.6690674293829;50.6739289919532;147;51.7742812987686;10.1758814162478;0.378190979671175;69557
50.6676020331251;50.6724635288868;150;51.7733728222204;10.1757921384254;0.378190549353056;69557
