of_list;of_round_list;rr_round_list;of_val_list;of_round_val_list;RMSE_val_list;RMSE_round_val_list;MAPE_val_list;MAPE_round_val_list;Var10
51.8780399758385;NaN;0;52.9227920760448;NaN;10.2881283114126;NaN;0.383233250335976;NaN;23185
51.8662326175788;765.979126425881;3;52.9160239858521;766.632269199702;10.2874704360063;39.1569219729974;0.383267099940124;1.87759315485209;23185
51.8533216652394;717.372923616507;5;52.9096267215493;718.832365711154;10.2868485671317;37.9165495716885;0.38327034729454;1.81201816469595;23185
51.8399948781441;726.649989792293;10;52.9020741406165;731.193341808693;10.2861143431926;38.241164778513;0.383295583029616;1.80350927523031;23185
51.8222891520637;426.371893874384;11;52.8909949913368;428.500258983296;10.2850371891731;29.2745711833084;0.383301767427918;1.36546759647662;23185
51.812066893962;418.739718465242;13;52.885949898629;421.583942320809;10.2845466500599;29.0373532650898;0.383316408338379;1.35208388572882;23185
51.7987720975882;418.739718465242;13;52.881030748377;421.583942320809;10.2840683339209;29.0373532650898;0.383320494117761;1.35208388572882;23185
51.7905261716813;402.291934608847;16;52.8766776484075;405.517488380896;10.2836450394213;28.4786758252871;0.383334725540885;1.32239074613516;23185
51.7801350159688;423.354051280122;17;52.8728059513037;426.779987286066;10.2832685417919;29.2157487422816;0.383346784326085;1.35771842240245;23185
51.7717206768719;464.001198692909;18;52.8694347433654;467.660138533252;10.282940702286;30.58300634448;0.38335952277923;1.42464525373708;23185
51.7628039741549;444.629978290747;19;52.8660856987224;448.506491794842;10.2826150077422;29.9501750176803;0.38337261187442;1.38883678485151;23185
51.7520663215523;448.473304253463;21;52.8612336707514;451.499694579364;10.2821431297907;30.0499482388693;0.383375927279368;1.40083009956212;23185
51.7436547973856;551.79237513967;24;52.8568965124308;555.646125813695;10.2817213065158;33.3360503303464;0.383401507372136;1.5594246631203;23185
51.7314916966306;492.983301543611;25;52.8499553682362;495.930320943103;10.2810461888114;31.4938191060755;0.383470387956519;1.4735975739497;23185
51.720267064002;492.983301543611;25;52.845028818377;495.930320943103;10.2805669900426;31.4938191060755;0.383500585567303;1.4735975739497;23185
