of_list;of_pen_list;rr_round_list;of_val_list;RMSE_val_list;MAPE_val_list;Var7
51.2934990889093;51.2935027984238;2;52.2959174062851;10.2270149512245;0.380438835845415;46371
51.2859518954504;51.2859556048464;5;52.2923277134694;10.2266639441677;0.380417186843635;46371
51.2810244822526;51.2810281914955;7;52.2902375665471;10.2264595600381;0.380407618684613;46371
51.2745729996459;51.2745767088004;8;52.2875530782018;10.2261970524924;0.380409112147479;46371
51.270809541018;51.2708132500857;8;52.2857615463239;10.2260218605598;0.380399949065889;46371
51.267083551258;51.2670872601957;10;52.2844388950558;10.2258925180207;0.380392017084727;46371
51.2616414055316;51.2616451143892;10;52.2819283397879;10.2256470054259;0.380389734807626;46371
51.2575235109881;51.2575272197392;10;52.2799487940943;10.2254534172421;0.380370044669179;46371
51.2529113120486;51.252915020703;11;52.2783056713571;10.2252927265049;0.380368388316465;46371
51.2490690821793;51.2490727906522;13;52.2765769723599;10.2251236640307;0.38035762031081;46371
51.2409139659835;51.2409176743036;14;52.2733458231877;10.2248076581604;0.380338712182264;46371
51.2355008527027;51.2355045609578;14;52.2689273801662;10.2243755193328;0.380326764699307;46371
51.2327552494314;51.2327589576142;14;52.2678216380553;10.2242673711181;0.380313767706514;46371
51.2299709476841;51.229974655788;14;52.2664107827881;10.2241293793445;0.380308196105035;46371
51.2267873846;51.2267910926041;15;52.2651411752435;10.2240052010202;0.380301741926162;46371
51.2227483625739;51.2227520705101;15;52.2631046303373;10.2238060066041;0.380298292778745;46371
51.2200132324146;51.2200169402157;17;52.262103686298;10.2237081028654;0.380303946346909;46371
51.2142196731412;51.2142233808584;17;52.2597145706783;10.2234744163301;0.38030249132769;46371
51.2106719738581;51.2106756814785;18;52.2583219568031;10.2233381981428;0.380297193104773;46371
51.2074730381045;51.2074767456378;18;52.2568987179966;10.22319898251;0.38030172075895;46371
51.2037954607412;51.2037991681861;18;52.2553328905675;10.2230458172276;0.380301440053406;46371
51.2002551719491;51.200258879264;21;52.2535383929468;10.2228702811829;0.380308702083792;46371
51.195209928941;51.1952136361704;22;52.2514112596354;10.2226622031284;0.380299610227656;46371
51.1912729836696;51.1912766908085;23;52.249700340442;10.2224948364322;0.380300518348076;46371
51.1872171872666;51.1872208942972;24;52.2479625209242;10.2223248354691;0.380294225134728;46371
51.18309072861;51.1830944355505;25;52.2467412695161;10.2222053657238;0.380300108789698;46371
51.1799932089401;51.1799969157939;26;52.2452835747827;10.2220627639222;0.380304045542372;46371
